UniProtAccession,UniProtID,EntryType,GeneSymbol,GeneSynonyms,ProteinName,Function,DiseaseAssociations,SubcellularLocation,TissueSpecificity,PathwayAnnotation,Keywords,Domains,BindingSites,ActiveSites,AlphaFoldID,PDB_IDs,DrugBankIDs,ChEMBL_IDs,KEGG_IDs,ReactomePathways,SequenceLength,MolecularWeight,Organism
P00533,EGFR_HUMAN,reviewed,EGFR,ERBB|ERBB1|HER1,Epidermal growth factor receptor,(Microbial infection) Acts as a receptor for hepatitis C virus (HCV) in hepatocytes and facilitates its cell entry. Mediates HCV entry by promoting the formation of the CD81-CLDN1 receptor complexes that are essential for HCV entry and by enhancing membrane fusion of cells expressing HCV envelope glycoproteins,Lung cancer (LNCR)|Neonatal nephrocutaneous inflammatory syndrome (NNCIS),Secreted,Ubiquitously expressed. Isoform 2 is also expressed in ovarian cancers,,3D-structure|Alternative splicing|ATP-binding|Cell membrane|Developmental protein|Direct protein sequencing|Disease variant|Disulfide bond|Endoplasmic reticulum|Endosome|Glycoprotein|Golgi apparatus|Host cell receptor for virus entry|Host-virus interaction|Hydroxylation|Isopeptide bond|Kinase|Lipoprotein|Membrane|Methylation|Nucleotide-binding|Nucleus|Palmitate|Phosphoprotein|Proteomics identification|Proto-oncogene|Receptor|Reference proteome|Repeat|Secreted|Signal|Transferase|Transmembrane|Transmembrane helix|Tyrosine-protein kinase|Ubl conjugation,Protein kinase [712-979], [718-726]| [745-745]| [790-791]| [855-855],Proton acceptor [837-837],P00533,1IVO|1M14|1M17|1MOX|1NQL|1XKK|1YY9|1Z9I|2EB2|2EB3|2GS2|2GS6|2GS7|2ITN|2ITO|2ITP|2ITQ|2ITT|2ITU|2ITV|2ITW|2ITX|2ITY|2ITZ|2J5E|2J5F|2J6M|2JIT|2JIU|2JIV,DB15327|DB08916|DB18840|DB16640|DB03496|DB16695|DB06021|DB12318|DB11665|DB12267|DB05424|DB00002|DB12174|DB11963|DB11731,CHEMBL203,hsa:1956,R-HSA-1227986:Signaling by ERBB2|R-HSA-1236382:Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants|R-HSA-1236394:Signaling by ERBB4|R-HSA-1250196:SHC1 events in ERBB2 signaling|R-HSA-1251932:PLCG1 events in ERBB2 signaling|R-HSA-1257604:PIP3 activates AKT signaling|R-HSA-177929:Signaling by EGFR|R-HSA-179812:GRB2 events in EGFR signaling|R-HSA-180292:GAB1 signalosome|R-HSA-180336:SHC1 events in EGFR signaling|R-HSA-182971:EGFR downregulation|R-HSA-1963640:GRB2 events in ERBB2 signaling|R-HSA-1963642:PI3K events in ERBB2 signaling|R-HSA-212718:EGFR interacts with phospholipase C-gamma|R-HSA-2179392:EGFR Transactivation by Gastrin|R-HSA-2219530:Constitutive Signaling by Aberrant PI3K in Cancer|R-HSA-445144:Signal transduction by L1|R-HSA-5637810:Constitutive Signaling by EGFRvIII|R-HSA-5638303:Inhibition of Signaling by Overexpressed EGFR|R-HSA-5673001:RAF/MAP kinase cascade,1210,134277,Homo sapiens
Q9NZC4,EHF_HUMAN,reviewed,EHF,ESE3|ESE3B|ESEJ,ETS homologous factor,Transcriptional activator that may play a role in regulating epithelial cell differentiation and proliferation. May act as a repressor for a specific subset of ETS/AP-1-responsive genes and as a modulator of the nuclear response to mitogen-activated protein kinase signaling cascades. Binds to DNA sequences containing the consensus nucleotide core sequence GGAA. Involved in regulation of TNFRSF10B/DR5 expression through Ets-binding sequences on the TNFRSF10B/DR5 promoter. May contribute to development and carcinogenesis by acting as a tumor suppressor gene or anti-oncogene,,Nucleus,"Expressed exclusively in tissues with a high content of epithelial cells. Highly expressed in salivary gland, mammary gland, prostate, and lung. Weakly expressed in kidney and colon. Not detected in heart, brain, placenta, liver, skeletal muscle, spleen, thymus, testis, ovary, small intestine or peripheral blood leukocytes",,Alternative splicing|DNA-binding|Nucleus|Proteomics identification|Reference proteome|Transcription|Transcription regulation,PNT [29-115],,,Q9NZC4,,,,hsa:26298,,300,34892,Homo sapiens
P60228,EIF3E_HUMAN,reviewed,EIF3E,EIF3S6|INT6,Eukaryotic translation initiation factor 3 subunit E,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis (PubMed:17581632, PubMed:25849773, PubMed:27462815). The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2:GTP:methionyl-tRNAi and eIF-5 to form the 43S pre-initiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation (PubMed:17581632). The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation, including cell cycling, differentiation and apoptosis, and uses different modes of RNA stem-loop binding to exert either translational activation or repression (PubMed:25849773). Required for nonsense-mediated mRNA decay (NMD); may act in conjunction with UPF2 to divert mRNAs from translation to the NMD pathway (PubMed:17468741). May interact with MCM7 and EPAS1 and regulate the proteasome-mediated degradation of these proteins (PubMed:17310990, PubMed:17324924)",,"Cytoplasm; Nucleus, PML body","Ubiquitously expressed. Expressed at highest levels in appendix, lymph, pancreas, skeletal muscle, spleen and thymus",,3D-structure|Acetylation|Cytoplasm|Direct protein sequencing|Initiation factor|Nucleus|Phosphoprotein|Protein biosynthesis|Proteomics identification|Reference proteome,PCI [221-398],,,P60228,3J8B|3J8C|6FEC|6YBD|6ZMW|6ZON|6ZP4|6ZVJ|7A09|7QP6|7QP7|8OZ0|8PJ1|8PJ2|8PJ3|8PJ4|8PJ5|8PJ6|8PPL|8RG0|8XXN|9BLN,,,hsa:3646,"R-HSA-156827:L13a-mediated translational silencing of Ceruloplasmin expression|R-HSA-72649:Translation initiation complex formation|R-HSA-72689:Formation of a pool of free 40S subunits|R-HSA-72695:Formation of the ternary complex, and subsequently, the 43S complex|R-HSA-72702:Ribosomal scanning and start codon recognition|R-HSA-72706:GTP hydrolysis and joining of the 60S ribosomal subunit",445,52221,Homo sapiens
P63241,IF5A1_HUMAN,reviewed,EIF5A,,Eukaryotic translation initiation factor 5A-1,"(Microbial infection) Cellular cofactor of human T-cell leukemia virus type I (HTLV-1) Rex protein and of human immunodeficiency virus type 1 (HIV-1) Rev protein, essential for mRNA export of retroviral transcripts",Faundes-Banka syndrome (FABAS),Cytoplasm; Nucleus; Endoplasmic reticulum membrane,Expressed in umbilical vein endothelial cells and several cancer cell lines (at protein level),,3D-structure|Acetylation|Alternative splicing|Cytoplasm|Direct protein sequencing|Disease variant|Elongation factor|Endoplasmic reticulum|Hypusine|Membrane|Nucleus|Protein biosynthesis|Proteomics identification|Reference proteome|RNA-binding,,,,P63241,3CPF|5DLQ|8A0E|8Y0W,,CHEMBL4105862,hsa:1984,R-HSA-204626:Hypusine synthesis from eIF5A-lysine,154,16832,Homo sapiens
Q15723,ELF2_HUMAN,reviewed,ELF2,NERF,ETS-related transcription factor Elf-2,Isoform 2 may function in repression of RUNX1-mediated transactivation,,Nucleus,"Expressed in all fetal and adult tissues examined. Among fetal tissues, highest levels of expression detected in heart, lung, liver and kidney, and lower levels in brain. Among adult tissues, highest levels of expression detected in heart, placenta, lung, skeletal muscle, spleen, thymus, testis and ovary. Moderate expression in prostate, small intestine, kidney, liver and pancreas, and weak expression in colon, brain and peripheral blood lymphocytes",,Activator|Alternative splicing|DNA-binding|Isopeptide bond|Methylation|Nucleus|Phosphoprotein|Proteomics identification|Reference proteome|Transcription|Transcription regulation|Ubl conjugation,,,,Q15723,,,,hsa:1998,R-HSA-8939245:RUNX1 regulates transcription of genes involved in BCR signaling,593,63967,Homo sapiens
Q9UKW6,ELF5_HUMAN,reviewed,ELF5,ESE2,ETS-related transcription factor Elf-5,Isoform 2 binds to DNA sequences containing the consensus nucleotide core sequence GGA[AT]. Transcriptionally activates SPRR2A and the parotid gland-specific PSP promoters,,Nucleus,"Expressed exclusively in tissues with a high content of epithelial cells. Highly expressed in salivary gland, mammary gland, kidney and prostate. Weakly expressed in placenta and lung. Isoform 1 and isoform 2 are differentially expressed in different tissues. In the kidney, only isoform 1 was expressed, while prostate expressed both isoforms, with levels of isoform 2 being higher. Expression is up-regulated during keratinocyte differentiation. Several epithelial carcinoma cell lines showed lack of expression",,3D-structure|Activator|Alternative splicing|DNA-binding|Nucleus|Proteomics identification|Reference proteome|Transcription|Transcription regulation,PNT [43-129],,,Q9UKW6,1WWX,,,hsa:2001,,265,31263,Homo sapiens
Q9NXB9,ELOV2_HUMAN,reviewed,ELOVL2,ELG3|SSC2,Very long chain fatty acid elongase 2,"Catalyzes the first and rate-limiting reaction of the four reactions that constitute the long-chain fatty acids elongation cycle. This endoplasmic reticulum-bound enzymatic process allows the addition of 2 carbons to the chain of long- and very long-chain fatty acids (VLCFAs) per cycle. Condensing enzyme that catalyzes the synthesis of polyunsaturated very long chain fatty acid (C20- and C22-PUFA), acting specifically toward polyunsaturated acyl-CoA with the higher activity toward C20:4(n-6) acyl-CoA. May participate in the production of polyunsaturated VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and lipid mediators",,Endoplasmic reticulum membrane,Liver and testis,Lipid metabolism; polyunsaturated fatty acid biosynthesis,Endoplasmic reticulum|Fatty acid biosynthesis|Fatty acid metabolism|Lipid biosynthesis|Lipid metabolism|Membrane|Proteomics identification|Reference proteome|Transferase|Transmembrane|Transmembrane helix,,,,Q9NXB9,,DB00132,CHEMBL5911,hsa:54898,R-HSA-2046105:Linoleic acid (LA) metabolism|R-HSA-2046106:alpha-linolenic acid (ALA) metabolism|R-HSA-75876:Synthesis of very long-chain fatty acyl-CoAs,296,34585,Homo sapiens
Q9BXX0,EMIL2_HUMAN,reviewed,EMILIN2,,EMILIN-2,"May be responsible for anchoring smooth muscle cells to elastic fibers, and may be involved not only in the formation of the elastic fiber, but also in the processes that regulate vessel assembly. Has cell adhesive capacity",,"Secreted, extracellular space, extracellular matrix","Highest levels are present in fetal heart and adult lung. Intermediate levels in peripheral leukocytes, placenta, and spinal cord and low expression in fetal brain, spleen, thymus, and lung and in adult heart, aorta, testis, bone marrow, small intestine, thymus, lymph node, and appendix",,Cell adhesion|Coiled coil|Collagen|Disulfide bond|Extracellular matrix|Glycoprotein|Proteomics identification|Reference proteome|Secreted|Signal,EMI [44-120]|Collagen-like [840-892]|C1q [901-1052],,,Q9BXX0,,,,hsa:84034,R-HSA-2129379:Molecules associated with elastic fibres,1053,115687,Homo sapiens
P39060,COIA1_HUMAN,reviewed,COL18A1,,Collagen alpha-1(XVIII) chain,Potently inhibits endothelial cell proliferation and angiogenesis (PubMed:9459295). May inhibit angiogenesis by binding to the heparan sulfate proteoglycans involved in growth factor signaling (By similarity). Inhibits VEGFA-induced endothelial cell proliferation and migration. Seems to inhibit VEGFA-mediated signaling by blocking the interaction of VEGFA to its receptor KDR/VEGFR2. Modulates endothelial cell migration in an integrin-dependent manner implicating integrin ITGA5:ITGB1 and to a lesser extent ITGAV:ITGB3 and ITGAV:ITGB5 (By similarity). May negatively regulate the activity of homotrimeric non-collagenous domain 1 (PubMed:11257123),"Knobloch syndrome 1 (KNO1)|Glaucoma, primary closed-angle (GLCC)","Secreted; Secreted, extracellular space, extracellular matrix, basement membrane","Detected in placenta (at protein level) (PubMed:32337544). Present in multiple organs with highest levels in liver, lung and kidney",,3D-structure|Alternative promoter usage|Alternative splicing|Basement membrane|Cell adhesion|Collagen|Disulfide bond|Extracellular matrix|Glaucoma|Glycoprotein|Hydroxylation|Metal-binding|Phosphoprotein|Proteoglycan|Proteomics identification|Reference proteome|Repeat|Secreted|Signal|Zinc,FZ [329-446]|Laminin G-like [456-644], [1572-1572]| [1574-1574]| [1582-1582]| [1647-1647],,P39060,1BNL|3HON|3HSH|9BNB|9BNC|9BND|9BNE|9BNF|9BNG,,CHEMBL2364188,hsa:80781,R-HSA-1442490:Collagen degradation|R-HSA-1592389:Activation of Matrix Metalloproteinases|R-HSA-1650814:Collagen biosynthesis and modifying enzymes|R-HSA-2022090:Assembly of collagen fibrils and other multimeric structures|R-HSA-216083:Integrin cell surface interactions|R-HSA-3000157:Laminin interactions|R-HSA-8948216:Collagen chain trimerization,1754,178188,Homo sapiens
P17813,EGLN_HUMAN,reviewed,ENG,END,Endoglin,"Vascular endothelium glycoprotein that plays an important role in the regulation of angiogenesis (PubMed:21737454, PubMed:23300529). Required for normal structure and integrity of adult vasculature (PubMed:7894484). Regulates the migration of vascular endothelial cells (PubMed:17540773). Required for normal extraembryonic angiogenesis and for embryonic heart development (By similarity). May regulate endothelial cell shape changes in response to blood flow, which drive vascular remodeling and establishment of normal vascular morphology during angiogenesis (By similarity). May play a critical role in the binding of endothelial cells to integrins and/or other RGD receptors (PubMed:1692830). Acts as a TGF-beta coreceptor and is involved in the TGF-beta/BMP signaling cascade that ultimately leads to the activation of SMAD transcription factors (PubMed:21737454, PubMed:22347366, PubMed:23300529, PubMed:8370410). Required for GDF2/BMP9 signaling through SMAD1 in endothelial cells and modulates TGFB1 signaling through SMAD3 (PubMed:21737454, PubMed:22347366, PubMed:23300529)","Telangiectasia, hereditary hemorrhagic, 1 (HHT1)",Cell membrane,Detected on umbilical veil endothelial cells (PubMed:10625079). Detected in placenta (at protein level) (PubMed:1692830). Detected on endothelial cells (PubMed:1692830),,3D-structure|Alternative splicing|Angiogenesis|Cell adhesion|Cell membrane|Direct protein sequencing|Disease variant|Disulfide bond|Glycoprotein|Membrane|Phosphoprotein|Proteomics identification|Reference proteome|Signal|Transmembrane|Transmembrane helix,ZP [363-533],,,P17813,5HZV|5HZW|5I04,DB06322,CHEMBL3712885,hsa:2022,,658,70578,Homo sapiens
P09104,ENOG_HUMAN,reviewed,ENO2,,Gamma-enolase,"Enolase that catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate in glycolysis and the reverse reaction in gluconeogenesis (By similarity). Has neurotrophic and neuroprotective properties on a broad spectrum of central nervous system (CNS) neurons. Binds, in a calcium-dependent manner, to cultured neocortical neurons and promotes cell survival (By similarity)",,Cytoplasm; Cell membrane,"The alpha/alpha homodimer is expressed in embryo and in most adult tissues. The alpha/beta heterodimer and the beta/beta homodimer are found in striated muscle, and the alpha/gamma heterodimer and the gamma/gamma homodimer in neurons",Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 4/5,3D-structure|Acetylation|Alternative splicing|Cell membrane|Cytoplasm|Direct protein sequencing|Glycolysis|Hydroxylation|Isopeptide bond|Lyase|Magnesium|Membrane|Metal-binding|Phosphoprotein|Proteomics identification|Reference proteome|Ubl conjugation,, [40-40]| [158-158]| [167-167]| [245-245]| [245-245]| [293-293]| [293-293]| [293-293]| [318-318]| [318-318]| [318-318]| [370-373]| [394-394],Proton donor [210-210]|Proton acceptor [343-343],P09104,1TE6|2AKM|2AKZ|3UCC|3UCD|3UJE|3UJF|3UJR|3UJS|4ZA0|4ZCW|5EU9|5IDZ|5TD9|5TIJ|7MBH,DB02726,,hsa:2026,R-HSA-70171:Glycolysis|R-HSA-70263:Gluconeogenesis,434,47269,Homo sapiens
Q8TC92,ENOX1_HUMAN,reviewed,ENOX1,,Ecto-NOX disulfide-thiol exchanger 1,Probably acts as a terminal oxidase of plasma electron transport from cytosolic NAD(P)H via hydroquinones to acceptors at the cell surface. Hydroquinone oxidase activity alternates with a protein disulfide-thiol interchange/oxidoreductase activity which may control physical membrane displacements associated with vesicle budding or cell enlargement. The activities oscillate with a period length of 24 minutes and play a role in control of the ultradian cellular biological clock,,"Cell membrane; Secreted, extracellular space","Expressed in lymphocyte cells, breast and breast cancer (at protein level). Found in the sera of cancer patients with a wide variety of cancers including breast, prostate, lung and ovarian cancers, leukemias, and lymphomas. Found also in the serum of healthy volunteers or patients with disorders other than cancer. Probably shed into serum by cancer cells",,Alternative splicing|Biological rhythms|Cell membrane|Coiled coil|Copper|Electron transport|Membrane|NAD|Oxidoreductase|Proteomics identification|Reference proteome|Secreted|Transport,RRM [142-221],,,Q8TC92,,,,hsa:55068,,643,73348,Homo sapiens
Q16206,ENOX2_HUMAN,reviewed,ENOX2,COVA1,Ecto-NOX disulfide-thiol exchanger 2,May be involved in cell growth. Probably acts as a terminal oxidase of plasma electron transport from cytosolic NAD(P)H via hydroquinones to acceptors at the cell surface. Hydroquinone oxidase activity alternates with a protein disulfide-thiol interchange/oxidoreductase activity which may control physical membrane displacements associated with vesicle budding or cell enlargement. The activities oscillate with a period length of 22 minutes and play a role in control of the ultradian cellular biological clock,,"Cell membrane; Secreted, extracellular space","Found in the sera of cancer patients with a wide variety of cancers including breast, prostate, lung and ovarian cancers, leukemias, and lymphomas. Not found in the serum of healthy volunteers or patients with disorders other than cancer. Probably shed into serum by cancer cells. Found on the cell borders of renal, kidney and ovarian carcinomas but not on the borders of surrounding non-cancerous stromal cells",,Alternative splicing|Biological rhythms|Cell membrane|Coiled coil|Copper|Direct protein sequencing|Electron transport|Glycoprotein|Growth regulation|Membrane|NAD|Oxidoreductase|Proteomics identification|Reference proteome|Secreted|Transport,RRM [128-207],,,Q16206,,DB04915,CHEMBL3714292,hsa:10495,,610,70082,Homo sapiens
Q13822,ENPP2_HUMAN,reviewed,ENPP2,ATX|PDNP2,Autotaxin,"Secreted lysophospholipase D that hydrolyzes lysophospholipids to produce the signaling molecule lysophosphatidic acid (LPA) in extracellular fluids (PubMed:12354767, PubMed:14500380, PubMed:15769751, PubMed:26371182, PubMed:27754931). Its major substrate is lysophosphatidylcholine (PubMed:12176993, PubMed:14500380, PubMed:27754931). Can also act on sphingosylphosphorylcholine producing sphingosine-1-phosphate, a modulator of cell motility (PubMed:14500380). Can hydrolyze, in vitro, bis-pNPP, to some extent pNP-TMP, and barely ATP (PubMed:12176993, PubMed:15769751). Involved in several motility-related processes such as angiogenesis and neurite outgrowth. Acts as an angiogenic factor by stimulating migration of smooth muscle cells and microtubule formation (PubMed:11559573). Stimulates migration of melanoma cells, probably via a pertussis toxin-sensitive G protein (PubMed:1733949). May have a role in induction of parturition (PubMed:12176993). Possible involvement in cell proliferation and adipose tissue development (Probable). Required for LPA production in activated platelets, cleaves the sn-1 lysophospholipids to generate sn-1 lysophosphatidic acids containing predominantly 18:2 and 20:4 fatty acids (PubMed:21393252). Shows a preference for the sn-1 to the sn-2 isomer of 1-O-alkyl-sn-glycero-3-phosphocholine (lyso-PAF) (PubMed:21393252)",,Secreted,"Detected in blood plasma (at protein level) (PubMed:12176993, PubMed:26371182). Predominantly expressed in brain, placenta, ovary, and small intestine. Expressed in a number of carcinomas such as hepatocellular and prostate carcinoma, neuroblastoma and non-small-cell lung cancer. Expressed in body fluids such as plasma, cerebral spinal fluid (CSF), saliva, follicular and amniotic fluids. Not detected in leukocytes. Isoform 1 is more highly expressed in peripheral tissues than in the central nervous system (CNS). Adipocytes only express isoform 1. Isoform 3 is more highly expressed in the brain than in peripheral tissues",,3D-structure|Alternative splicing|Calcium|Chemotaxis|Cleavage on pair of basic residues|Direct protein sequencing|Disulfide bond|Glycoprotein|Hydrolase|Lipid degradation|Lipid metabolism|Metal-binding|Obesity|Proteomics identification|Reference proteome|Repeat|Secreted|Signal|Zinc,SMB 1 [55-98]|SMB 2 [99-143], [172-172]| [210-210]| [210-210]| [210-210]| [210-210]| [231-231]| [231-231]| [231-231]| [312-312]| [312-312]| [312-312]| [312-312]| [316-316]| [359-359]| [360-360]| [475-475]| [475-475]| [475-475]| [475-475]| [740-740],Nucleophile [210-210],Q13822,4ZG6|4ZG7|4ZG9|4ZGA|5KXA|5M7M|5MHP|8C3O|8C3P,DB18203,CHEMBL3691,hsa:5168,R-HSA-199220:Vitamin B5 (pantothenate) metabolism,863,98994,Homo sapiens
